t_s,theta_deg,alpha_deg,alpha_dot_hat,theta_dot_hat,u_fb,u_fric,u_total,dt_ms
29.657,28.70,-2.29,-0.033,-0.699,0.059,-0.129,-0.069,0.3
29.659,28.70,-2.29,-0.032,-0.699,0.059,-0.129,-0.069,2.3
29.660,28.70,-2.29,-0.032,-0.699,0.059,-0.129,-0.069,0.3
29.663,28.70,-2.29,-0.032,-0.700,0.060,-0.129,-0.069,3.7
29.664,28.70,-2.29,-0.032,-0.700,0.060,-0.129,-0.069,0.2
29.667,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.069,3.8
29.668,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,0.3
29.670,28.70,-2.29,-0.032,-0.700,0.059,-0.129,-0.069,2.2
29.670,28.70,-2.29,-0.032,-0.700,0.059,-0.129,-0.069,0.3
29.674,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.069,3.6
29.674,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.069,0.2
29.678,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,3.8
29.678,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,0.3
29.682,28.70,-2.29,-0.033,-0.699,0.059,-0.129,-0.069,3.7
29.682,28.70,-2.29,-0.033,-0.699,0.059,-0.129,-0.069,0.3
29.686,28.70,-2.29,-0.032,-0.699,0.059,-0.129,-0.069,3.9
29.686,28.70,-2.29,-0.032,-0.699,0.059,-0.129,-0.069,0.2
29.688,28.70,-2.29,-0.032,-0.700,0.060,-0.129,-0.069,2.2
29.689,28.70,-2.29,-0.032,-0.700,0.060,-0.129,-0.069,0.3
29.691,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.069,2.2
29.691,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.069,0.2
29.693,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,2.3
29.694,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.069,0.3
29.697,28.70,-2.29,-0.031,-0.701,0.060,-0.129,-0.068,3.7
29.698,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,0.3
29.701,28.70,-2.29,-0.033,-0.699,0.059,-0.129,-0.069,3.7
29.702,28.70,-2.29,-0.033,-0.699,0.059,-0.129,-0.069,0.3
29.704,28.70,-2.29,-0.032,-0.699,0.059,-0.129,-0.069,2.3
29.704,28.70,-2.29,-0.032,-0.699,0.059,-0.129,-0.069,0.2
29.708,28.70,-2.29,-0.032,-0.700,0.060,-0.129,-0.069,3.8
29.708,28.70,-2.29,-0.032,-0.700,0.060,-0.129,-0.069,0.3
29.712,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.069,3.2
29.712,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.069,0.2
29.714,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,2.3
29.714,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,0.2
29.718,28.70,-2.29,-0.033,-0.699,0.059,-0.129,-0.069,3.8
29.718,28.70,-2.29,-0.033,-0.699,0.059,-0.129,-0.069,0.3
29.722,28.70,-2.29,-0.032,-0.699,0.059,-0.129,-0.069,3.7
29.722,28.70,-2.29,-0.032,-0.699,0.059,-0.129,-0.069,0.2
29.726,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.069,3.8
29.726,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.069,0.2
29.729,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.069,2.2
29.729,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.069,0.2
29.733,28.70,-2.29,-0.031,-0.701,0.060,-0.129,-0.068,4.0
29.733,28.70,-2.29,-0.031,-0.701,0.060,-0.129,-0.068,0.3
29.737,28.70,-2.29,-0.033,-0.699,0.059,-0.129,-0.069,3.6
29.737,28.70,-2.29,-0.033,-0.699,0.059,-0.129,-0.069,0.2
29.739,28.70,-2.29,-0.032,-0.699,0.059,-0.129,-0.069,2.2
29.739,28.70,-2.29,-0.032,-0.699,0.059,-0.129,-0.069,0.2
29.743,28.70,-2.29,-0.032,-0.700,0.060,-0.129,-0.069,3.7
29.743,28.70,-2.29,-0.032,-0.700,0.060,-0.129,-0.069,0.2
29.747,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,3.7
29.747,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.069,0.2
29.751,28.70,-2.29,-0.031,-0.701,0.060,-0.129,-0.068,3.8
29.751,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,0.3
29.755,28.70,-2.29,-0.033,-0.699,0.059,-0.129,-0.069,3.8
29.755,28.70,-2.29,-0.033,-0.699,0.059,-0.129,-0.069,0.3
29.758,28.70,-2.29,-0.032,-0.699,0.059,-0.129,-0.069,2.3
29.758,28.70,-2.29,-0.032,-0.699,0.059,-0.129,-0.069,0.2
29.760,28.70,-2.29,-0.032,-0.700,0.059,-0.129,-0.069,2.2
29.760,28.70,-2.29,-0.032,-0.700,0.059,-0.129,-0.069,0.2
29.764,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.069,3.7
29.764,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.069,0.2
29.768,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,3.8
29.768,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,0.3
29.771,28.70,-2.29,-0.032,-0.699,0.059,-0.129,-0.069,2.7
29.771,28.70,-2.29,-0.032,-0.699,0.059,-0.129,-0.069,0.3
29.775,28.70,-2.29,-0.032,-0.700,0.060,-0.129,-0.069,3.7
29.775,28.70,-2.29,-0.032,-0.700,0.060,-0.129,-0.069,0.3
29.777,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.069,2.3
29.778,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.069,0.3
29.780,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,2.1
29.780,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.069,0.2
29.784,28.70,-2.29,-0.031,-0.701,0.060,-0.129,-0.068,3.8
29.784,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,0.3
29.788,28.70,-2.29,-0.033,-0.699,0.059,-0.129,-0.069,3.8
29.788,28.70,-2.29,-0.033,-0.699,0.059,-0.129,-0.069,0.3
29.792,28.70,-2.29,-0.032,-0.699,0.059,-0.129,-0.069,3.8
29.792,28.70,-2.29,-0.032,-0.699,0.059,-0.129,-0.069,0.3
29.796,28.70,-2.29,-0.032,-0.700,0.060,-0.129,-0.069,3.7
29.796,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.069,0.3
29.800,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,3.8
29.800,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,0.3
29.804,28.70,-2.29,-0.033,-0.699,0.059,-0.129,-0.069,3.7
29.804,28.70,-2.29,-0.033,-0.699,0.059,-0.129,-0.069,0.3
29.808,28.70,-2.29,-0.032,-0.699,0.059,-0.129,-0.069,3.8
29.808,28.70,-2.29,-0.032,-0.699,0.059,-0.129,-0.069,0.2
29.812,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.069,3.7
29.812,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.069,0.3
29.816,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,3.7
29.816,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,0.2
29.820,28.70,-2.29,-0.033,-0.699,0.059,-0.129,-0.069,3.8
29.820,28.70,-2.29,-0.033,-0.699,0.059,-0.129,-0.069,0.3
29.822,28.70,-2.29,-0.032,-0.699,0.059,-0.129,-0.069,2.2
29.823,28.70,-2.29,-0.032,-0.699,0.059,-0.129,-0.069,0.2
29.826,28.70,-2.29,-0.032,-0.700,0.060,-0.129,-0.069,3.8
29.827,28.70,-2.29,-0.032,-0.700,0.060,-0.129,-0.069,0.2
29.830,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.069,3.8
29.831,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,0.3
29.833,28.70,-2.29,-0.032,-0.700,0.059,-0.129,-0.069,2.2
29.833,28.70,-2.29,-0.032,-0.700,0.059,-0.129,-0.069,0.3
29.837,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.069,3.7
29.837,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.069,0.2
29.841,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,3.8
29.841,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.069,0.4
29.844,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,2.6
29.844,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,0.3
29.848,28.70,-2.29,-0.033,-0.699,0.059,-0.129,-0.069,3.7
29.848,28.70,-2.29,-0.033,-0.699,0.059,-0.129,-0.069,0.3
29.852,28.70,-2.29,-0.032,-0.699,0.059,-0.129,-0.069,3.7
29.852,28.70,-2.29,-0.032,-0.699,0.059,-0.129,-0.069,0.2
29.856,28.70,-2.29,-0.032,-0.700,0.060,-0.129,-0.069,3.9
29.856,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.069,0.3
29.860,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,3.7
29.860,28.70,-2.29,-0.031,-0.700,0.060,-0.129,-0.068,0.2
29.864,28.70,-2.29,-0.033,-0.699,0.059,-0.129,-0.069,3.8
29.864,28.70,-2.29,-0.033,-0.699,0.059,-0.129,-0.069,0.3
29.868,28.70,-2.11,0.040,-0.750,0.104,-0.129,-0.024,3.8
29.868,28.70,-2.11,0.036,-0.747,0.104,-0.129,-0.025,0.3
29.872,28.70,-2.11,-0.038,-0.692,0.091,-0.129,-0.038,3.7
29.872,28.70,-2.11,-0.041,-0.690,0.090,-0.129,-0.039,0.2
29.876,28.70,-2.11,-0.098,-0.647,0.075,-0.129,-0.054,3.8
29.876,28.70,-2.11,-0.099,-0.647,0.075,-0.129,-0.054,0.2
29.880,28.70,-2.11,-0.119,-0.631,0.070,-0.129,-0.059,3.8
29.880,28.70,-2.11,-0.119,-0.631,0.070,-0.129,-0.059,0.2
29.884,28.70,-2.11,-0.121,-0.628,0.071,-0.129,-0.058,3.9
29.884,28.70,-2.11,-0.121,-0.628,0.071,-0.129,-0.058,0.2
29.888,28.70,-2.11,-0.120,-0.627,0.075,-0.129,-0.054,3.8
29.888,28.70,-2.11,-0.120,-0.627,0.075,-0.129,-0.054,0.2
29.892,28.70,-2.11,-0.126,-0.621,0.076,-0.129,-0.053,3.8
29.892,28.70,-2.11,-0.126,-0.621,0.076,-0.129,-0.053,0.2
29.896,28.70,-2.11,-0.133,-0.615,0.077,-0.129,-0.052,3.8
29.896,28.70,-2.11,-0.133,-0.615,0.077,-0.129,-0.052,0.2
29.899,28.70,-2.11,-0.137,-0.611,0.077,-0.129,-0.052,2.3
29.899,28.70,-2.11,-0.137,-0.611,0.077,-0.129,-0.052,0.3
29.901,28.70,-2.11,-0.140,-0.608,0.078,-0.129,-0.051,2.2
29.901,28.70,-2.11,-0.141,-0.608,0.078,-0.129,-0.051,0.3
29.904,28.70,-2.11,-0.145,-0.604,0.078,-0.129,-0.051,2.6
29.904,28.70,-2.11,-0.145,-0.603,0.078,-0.129,-0.051,0.3
29.908,28.70,-2.11,-0.149,-0.599,0.080,-0.129,-0.049,3.7
29.908,28.70,-2.11,-0.149,-0.599,0.080,-0.129,-0.049,0.2
29.910,28.70,-2.11,-0.153,-0.595,0.080,-0.129,-0.049,2.3
29.911,28.70,-2.11,-0.154,-0.595,0.080,-0.129,-0.049,0.3
29.914,28.70,-2.11,-0.158,-0.591,0.081,-0.129,-0.048,3.4
29.914,28.70,-2.11,-0.159,-0.590,0.081,-0.129,-0.048,0.3
29.918,28.70,-2.11,-0.164,-0.585,0.081,-0.129,-0.047,3.7
29.918,28.70,-2.11,-0.165,-0.585,0.081,-0.129,-0.047,0.3
29.921,28.70,-2.11,-0.169,-0.581,0.082,-0.129,-0.047,2.6
29.921,28.70,-2.11,-0.169,-0.581,0.082,-0.129,-0.047,0.3
29.925,28.70,-2.11,-0.173,-0.577,0.083,-0.129,-0.046,3.7
29.925,28.70,-2.11,-0.173,-0.576,0.083,-0.129,-0.046,0.2
29.929,28.70,-2.11,-0.178,-0.572,0.084,-0.129,-0.045,3.7
29.929,28.70,-2.11,-0.178,-0.572,0.084,-0.129,-0.045,0.3
29.933,28.70,-2.11,-0.183,-0.568,0.085,-0.129,-0.044,3.7
29.933,28.70,-2.11,-0.183,-0.567,0.085,-0.129,-0.044,0.3
29.937,28.70,-2.11,-0.188,-0.562,0.085,-0.129,-0.043,3.7
29.937,28.70,-2.11,-0.188,-0.562,0.085,-0.129,-0.043,0.3
29.939,28.70,-2.11,-0.192,-0.559,0.085,-0.129,-0.043,2.2
29.940,28.70,-2.11,-0.192,-0.559,0.085,-0.129,-0.043,0.2
29.942,28.70,-2.11,-0.195,-0.556,0.086,-0.129,-0.043,2.2
29.942,28.70,-2.11,-0.195,-0.556,0.086,-0.129,-0.043,0.2
29.946,28.70,-2.11,-0.198,-0.553,0.087,-0.129,-0.042,3.8
29.946,28.70,-2.11,-0.198,-0.553,0.087,-0.129,-0.042,0.3
29.950,28.70,-2.11,-0.202,-0.549,0.088,-0.129,-0.041,3.7
29.950,28.70,-2.11,-0.202,-0.549,0.088,-0.129,-0.041,0.2
29.954,28.70,-2.11,-0.207,-0.545,0.089,-0.129,-0.040,3.8
29.954,28.70,-2.11,-0.207,-0.544,0.089,-0.129,-0.040,0.3
29.958,28.70,-2.11,-0.212,-0.540,0.089,-0.129,-0.040,3.9
29.958,28.70,-2.11,-0.212,-0.540,0.089,-0.129,-0.040,0.3
29.961,28.70,-2.11,-0.215,-0.537,0.089,-0.129,-0.039,2.6
29.961,28.70,-2.11,-0.215,-0.537,0.090,-0.128,-0.039,0.4
29.964,28.70,-2.11,-0.218,-0.534,0.090,-0.128,-0.039,2.4
29.964,28.70,-2.11,-0.218,-0.534,0.090,-0.128,-0.039,0.2
29.968,28.70,-2.11,-0.221,-0.531,0.091,-0.128,-0.038,3.7
29.968,28.70,-2.11,-0.222,-0.531,0.091,-0.128,-0.038,0.3
29.972,28.70,-2.11,-0.225,-0.527,0.091,-0.128,-0.037,3.6
29.972,28.70,-2.11,-0.226,-0.527,0.091,-0.128,-0.037,0.2
29.976,28.70,-2.11,-0.231,-0.523,0.091,-0.128,-0.037,3.9
29.976,28.70,-2.11,-0.231,-0.523,0.091,-0.128,-0.037,0.2
29.980,28.70,-2.11,-0.234,-0.519,0.092,-0.128,-0.036,3.8
29.980,28.70,-2.11,-0.234,-0.519,0.092,-0.128,-0.036,0.2
29.984,28.70,-2.11,-0.238,-0.516,0.092,-0.128,-0.036,3.9
29.984,28.70,-2.11,-0.238,-0.515,0.093,-0.128,-0.036,0.4
29.986,28.70,-1.93,-0.194,-0.546,0.121,-0.129,-0.008,2.2
29.987,28.70,-1.93,-0.195,-0.545,0.122,-0.129,-0.007,0.2
29.990,28.70,-1.93,-0.219,-0.526,0.129,-0.128,0.001,3.6
29.990,28.70,-1.93,-0.223,-0.523,0.129,-0.128,0.000,0.2
29.994,28.70,-1.93,-0.289,-0.474,0.116,-0.128,-0.013,3.8
29.994,28.70,-1.93,-0.290,-0.472,0.115,-0.128,-0.013,0.2
29.998,28.70,-1.93,-0.329,-0.442,0.106,-0.128,-0.021,3.8
29.998,28.70,-1.93,-0.330,-0.442,0.106,-0.128,-0.021,0.2
30.002,28.70,-1.93,-0.342,-0.431,0.106,-0.128,-0.021,3.9
30.002,28.70,-1.93,-0.342,-0.430,0.106,-0.128,-0.021,0.2
30.006,28.70,-1.93,-0.347,-0.425,0.108,-0.128,-0.020,3.7
30.006,28.70,-1.93,-0.347,-0.425,0.108,-0.128,-0.020,0.1
30.010,28.70,-1.93,-0.352,-0.419,0.111,-0.128,-0.017,4.0
30.010,28.70,-1.93,-0.352,-0.419,0.111,-0.128,-0.017,0.2
30.012,28.70,-1.93,-0.357,-0.414,0.112,-0.128,-0.016,2.1
30.013,28.70,-1.93,-0.357,-0.414,0.112,-0.128,-0.016,0.2
30.016,28.70,-1.93,-0.366,-0.406,0.114,-0.128,-0.014,3.8
30.017,28.70,-1.93,-0.367,-0.405,0.114,-0.128,-0.014,0.2
30.019,28.70,-1.93,-0.373,-0.400,0.114,-0.127,-0.014,2.3
30.019,28.70,-1.93,-0.374,-0.399,0.114,-0.127,-0.014,0.3
30.023,28.70,-1.93,-0.381,-0.392,0.116,-0.127,-0.012,3.7
30.023,28.70,-1.93,-0.382,-0.391,0.116,-0.127,-0.012,0.2
30.027,28.70,-1.93,-0.390,-0.383,0.117,-0.127,-0.011,3.8
30.027,28.70,-1.93,-0.391,-0.383,0.117,-0.127,-0.011,0.3
30.031,28.70,-1.93,-0.399,-0.375,0.118,-0.127,-0.009,3.7
30.031,28.70,-1.93,-0.399,-0.375,0.118,-0.127,-0.009,0.2
30.035,28.70,-1.93,-0.408,-0.367,0.118,-0.127,-0.009,3.8
30.035,28.70,-1.93,-0.409,-0.366,0.119,-0.127,-0.008,0.3
30.039,28.70,-1.93,-0.417,-0.359,0.119,-0.127,-0.007,3.7
30.039,28.70,-1.93,-0.417,-0.358,0.120,-0.127,-0.007,0.3
30.041,28.70,-1.76,-0.375,-0.387,0.148,-0.127,0.021,2.3
30.042,28.70,-1.76,-0.377,-0.385,0.150,-0.127,0.022,0.4
30.044,28.70,-1.76,-0.397,-0.369,0.156,-0.127,0.029,2.6
30.045,28.70,-1.76,-0.402,-0.365,0.156,-0.127,0.029,0.3
30.047,28.70,-1.76,-0.447,-0.330,0.150,-0.126,0.024,2.7
30.048,28.72,-1.76,-0.451,-0.327,0.149,-0.125,0.023,0.2
30.051,28.70,-1.76,-0.499,-0.290,0.140,-0.123,0.017,3.3
30.051,28.72,-1.76,-0.501,-0.288,0.139,-0.123,0.016,0.2
30.053,28.72,-1.76,-0.525,-0.269,0.134,-0.122,0.012,2.2
30.054,28.72,-1.76,-0.527,-0.268,0.134,-0.122,0.012,0.2
30.058,28.72,-1.76,-0.550,-0.248,0.131,-0.120,0.011,3.9
30.058,28.72,-1.76,-0.550,-0.248,0.131,-0.120,0.011,0.2
30.061,28.72,-1.76,-0.559,-0.239,0.133,-0.118,0.015,3.7
30.062,28.72,-1.76,-0.559,-0.238,0.133,-0.118,0.015,0.2
30.065,28.72,-1.76,-0.570,-0.228,0.136,-0.117,0.019,3.8
30.066,28.72,-1.76,-0.570,-0.227,0.136,-0.117,0.019,0.2
30.069,28.72,-1.76,-0.584,-0.215,0.137,-0.115,0.022,3.7
30.070,28.72,-1.76,-0.585,-0.214,0.137,-0.115,0.022,0.2
30.073,28.72,-1.58,-0.528,-0.251,0.183,-0.120,0.063,3.9
30.074,28.72,-1.58,-0.532,-0.248,0.183,-0.120,0.063,0.2
30.077,28.72,-1.58,-0.613,-0.185,0.174,-0.109,0.065,3.8
30.078,28.72,-1.58,-0.618,-0.181,0.173,-0.108,0.064,0.2
30.080,28.72,-1.58,-0.672,-0.140,0.160,-0.094,0.065,2.2
30.080,28.72,-1.58,-0.676,-0.137,0.159,-0.093,0.066,0.2
30.082,28.72,-1.58,-0.730,-0.096,0.145,-0.073,0.072,2.2
30.082,28.72,-1.58,-0.736,-0.091,0.143,-0.070,0.073,0.2
30.086,28.72,-1.58,-0.835,-0.016,0.114,-0.014,0.101,3.9
30.087,28.72,-1.58,-0.844,-0.009,0.111,-0.008,0.104,0.2
30.090,28.74,-1.58,-0.993,0.102,0.060,0.058,0.118,3.8
30.091,28.74,-1.58,-1.007,0.112,0.056,0.062,0.117,0.3
30.093,28.72,-1.41,-1.048,0.145,0.055,0.073,0.128,2.7
30.094,28.74,-1.41,-1.056,0.151,0.054,0.075,0.129,0.3
30.097,28.74,-1.41,-1.152,0.226,0.033,0.089,0.122,3.7
30.098,28.74,-1.41,-1.157,0.230,0.032,0.089,0.121,0.2
30.101,28.76,-1.41,-1.229,0.287,0.014,0.094,0.108,3.7
30.102,28.76,-1.41,-1.231,0.288,0.014,0.094,0.108,0.3
30.105,28.79,-1.41,-1.257,0.312,0.012,0.095,0.107,3.8
30.106,28.79,-1.41,-1.257,0.313,0.013,0.095,0.107,0.3
30.108,28.81,-1.41,-1.264,0.322,0.016,0.095,0.111,2.7
30.109,28.81,-1.41,-1.265,0.322,0.017,0.095,0.112,0.2
30.112,28.83,-1.41,-1.277,0.337,0.021,0.096,0.117,3.7
30.113,28.83,-1.41,-1.278,0.337,0.022,0.096,0.117,0.2
30.115,28.85,-1.41,-1.288,0.347,0.024,0.096,0.120,2.1
30.115,28.85,-1.41,-1.289,0.348,0.024,0.096,0.120,0.2
30.119,28.89,-1.41,-1.317,0.374,0.023,0.097,0.120,3.9
30.119,28.92,-1.41,-1.318,0.375,0.023,0.097,0.120,0.3
30.123,28.98,-1.58,-1.423,0.455,-0.026,0.098,0.071,3.7
30.123,28.98,-1.58,-1.419,0.452,-0.026,0.098,0.072,0.2
30.127,29.05,-1.58,-1.359,0.413,-0.011,0.097,0.086,3.8
30.127,29.05,-1.58,-1.356,0.411,-0.010,0.097,0.087,0.2
30.131,29.14,-1.76,-1.387,0.437,-0.039,0.098,0.059,3.8
30.131,29.14,-1.76,-1.383,0.434,-0.037,0.097,0.061,0.2
30.135,29.22,-1.76,-1.304,0.380,-0.017,0.097,0.079,3.8
30.136,29.22,-1.76,-1.275,0.360,-0.006,0.097,0.091,1.6
30.137,29.29,-1.76,-1.272,0.359,-0.004,0.096,0.092,0.4
30.139,29.33,-1.76,-1.265,0.355,-0.000,0.096,0.096,2.1
30.139,29.33,-1.76,-1.263,0.354,0.001,0.096,0.097,0.3
30.143,29.38,-1.93,-1.326,0.402,-0.036,0.097,0.062,3.6
30.143,29.38,-1.93,-1.321,0.398,-0.035,0.097,0.063,0.3
30.147,29.44,-1.93,-1.262,0.357,-0.022,0.096,0.075,3.7
30.147,29.44,-1.93,-1.258,0.355,-0.020,0.096,0.076,0.2
30.151,29.49,-1.93,-1.205,0.319,0.000,0.095,0.096,3.8
30.151,29.51,-1.93,-1.204,0.318,0.001,0.095,0.097,0.3
30.155,29.53,-1.93,-1.195,0.314,0.010,0.095,0.105,3.8
30.155,29.53,-1.93,-1.195,0.314,0.010,0.095,0.105,0.3
30.159,29.59,-1.93,-1.215,0.330,0.008,0.096,0.104,3.7
30.159,29.59,-1.93,-1.215,0.330,0.008,0.096,0.105,0.2
30.163,29.66,-1.93,-1.236,0.347,0.005,0.096,0.102,3.8
30.163,29.66,-1.93,-1.235,0.347,0.005,0.096,0.102,0.2
30.167,29.68,-1.93,-1.232,0.347,0.012,0.096,0.108,3.8
30.167,29.70,-1.93,-1.232,0.347,0.013,0.096,0.109,0.3
30.171,29.75,-1.93,-1.251,0.363,0.011,0.097,0.107,3.6
30.171,29.77,-1.93,-1.251,0.363,0.011,0.097,0.107,0.3
30.173,29.81,-1.93,-1.262,0.373,0.010,0.097,0.106,2.3
30.174,29.81,-1.93,-1.263,0.373,0.010,0.097,0.106,0.3
30.176,29.86,-1.93,-1.271,0.380,0.010,0.097,0.106,2.1
30.176,29.88,-1.93,-1.271,0.381,0.010,0.097,0.106,0.3
30.180,29.90,-1.93,-1.280,0.389,0.011,0.097,0.107,3.6
30.180,29.92,-1.93,-1.280,0.390,0.011,0.097,0.108,0.2
30.184,29.97,-1.93,-1.290,0.399,0.012,0.097,0.109,3.8
30.184,29.97,-1.93,-1.290,0.399,0.013,0.097,0.110,0.2
30.187,30.05,-2.11,-1.364,0.453,-0.025,0.098,0.072,2.9
30.187,30.08,-2.11,-1.360,0.451,-0.025,0.098,0.072,0.4
30.191,30.12,-2.11,-1.322,0.425,-0.021,0.097,0.076,3.6
30.191,30.12,-2.11,-1.317,0.422,-0.019,0.097,0.078,0.3
30.195,30.18,-2.11,-1.265,0.385,-0.002,0.097,0.096,3.8
30.195,30.21,-2.11,-1.263,0.384,-0.001,0.097,0.097,0.3
30.198,30.29,-2.11,-1.263,0.385,0.001,0.097,0.098,3.0
30.198,30.29,-2.29,-1.269,0.389,-0.003,0.097,0.095,0.3
30.202,30.36,-2.29,-1.328,0.432,-0.039,0.097,0.059,3.7
30.202,30.36,-2.29,-1.322,0.428,-0.037,0.097,0.060,0.3
30.206,30.45,-2.29,-1.260,0.384,-0.024,0.097,0.072,3.7
30.206,30.45,-2.29,-1.255,0.380,-0.023,0.097,0.074,0.3
30.210,30.53,-2.29,-1.210,0.349,-0.008,0.096,0.088,3.9
30.211,30.53,-2.46,-1.214,0.352,-0.011,0.096,0.086,0.3
30.213,30.62,-2.46,-1.255,0.381,-0.037,0.097,0.061,2.5
30.213,30.62,-2.46,-1.253,0.379,-0.037,0.097,0.061,0.2
30.217,30.67,-2.46,-1.213,0.349,-0.034,0.096,0.063,3.8
30.217,30.69,-2.46,-1.210,0.347,-0.033,0.096,0.063,0.2
30.221,30.75,-2.46,-1.160,0.311,-0.019,0.095,0.076,3.8
30.221,30.75,-2.46,-1.157,0.309,-0.018,0.095,0.077,0.2
30.224,30.82,-2.46,-1.145,0.300,-0.014,0.095,0.081,2.2
30.224,30.82,-2.46,-1.144,0.298,-0.013,0.094,0.082,0.3
30.228,30.86,-2.46,-1.133,0.290,-0.007,0.094,0.087,3.8
30.228,30.86,-2.46,-1.132,0.289,-0.007,0.094,0.087,0.2
30.232,30.93,-2.46,-1.136,0.291,-0.006,0.094,0.088,3.7
30.232,30.93,-2.46,-1.135,0.291,-0.005,0.094,0.089,0.3
30.234,30.97,-2.46,-1.138,0.293,-0.005,0.094,0.090,2.2
30.234,30.97,-2.46,-1.137,0.292,-0.004,0.094,0.090,0.3
30.238,30.99,-2.46,-1.138,0.292,-0.001,0.094,0.093,3.7
30.238,30.99,-2.46,-1.138,0.292,-0.001,0.094,0.094,0.2
30.241,31.04,-2.46,-1.144,0.296,-0.001,0.094,0.094,2.2
30.241,31.04,-2.46,-1.145,0.297,-0.001,0.094,0.094,0.3
30.245,31.08,-2.46,-1.157,0.305,-0.003,0.095,0.092,3.8
30.245,31.08,-2.46,-1.157,0.305,-0.002,0.095,0.093,0.3
30.249,31.15,-2.64,-1.241,0.364,-0.050,0.097,0.047,3.8
30.249,31.15,-2.64,-1.237,0.360,-0.049,0.097,0.048,0.2
30.251,31.19,-2.64,-1.201,0.333,-0.043,0.096,0.053,2.0
30.251,31.19,-2.64,-1.197,0.330,-0.042,0.096,0.054,0.2
30.255,31.21,-2.64,-1.122,0.274,-0.021,0.093,0.072,3.8
30.255,31.23,-2.64,-1.119,0.272,-0.020,0.093,0.073,0.3
30.259,31.30,-2.64,-1.099,0.256,-0.014,0.092,0.078,3.9
30.259,31.30,-2.64,-1.097,0.254,-0.013,0.092,0.078,0.3
30.263,31.36,-2.64,-1.092,0.249,-0.012,0.091,0.079,3.7
30.263,31.36,-2.64,-1.091,0.248,-0.011,0.091,0.080,0.3
30.266,31.41,-2.64,-1.090,0.246,-0.011,0.091,0.080,2.6
30.266,31.43,-2.64,-1.090,0.246,-0.011,0.091,0.080,0.2
30.270,31.45,-2.64,-1.089,0.244,-0.010,0.091,0.080,3.8
30.270,31.47,-2.64,-1.089,0.244,-0.010,0.091,0.080,0.2
30.274,31.52,-2.64,-1.094,0.245,-0.012,0.091,0.079,3.8
30.274,31.54,-2.64,-1.093,0.245,-0.012,0.091,0.079,0.2
30.278,31.58,-2.64,-1.097,0.246,-0.014,0.091,0.077,3.8
30.278,31.58,-2.64,-1.096,0.246,-0.014,0.091,0.077,0.2
30.282,31.63,-2.64,-1.090,0.239,-0.011,0.090,0.079,3.7
